seed,core,preference,cards,phase,total,max_drawdown,satellites,policies,contributions,goal
374,allWorld,高配当株優先,false,clear,1322597,-0.2840277078549257,dividend,emergencyFund+contributions+cashManagement,190000,false
375,allWorld,高配当株優先,false,clear,1457134,-0.3929710226001343,dividend,contributions+emergencyFund+reinvestment,320000,false
376,allWorld,高配当株優先,false,clear,1434008,-0.30934822444512483,dividend,contributions+reinvestment+emergencyFund,240000,false
377,allWorld,高配当株優先,false,clear,774375,-0.394671,dividend,contributions+emergencyFund+reinvestment,240000,false
378,allWorld,高配当株優先,false,clear,1742591,-0.22805288301777624,dividend,contributions+emergencyFund+cashManagement,320000,false
379,allWorld,高配当株優先,false,clear,4153791,-0.09712052574184653,dividend,contributions+emergencyFund+reinvestment,320000,true
380,allWorld,高配当株優先,false,clear,1043376,-0.4918454481298518,dividend,emergencyFund+cashManagement+contributions,110000,false
381,allWorld,高配当株優先,false,clear,1976956,-0.13135696726766197,dividend,contributions+emergencyFund+reinvestment,240000,false
382,allWorld,高配当株優先,false,clear,2404160,-0.14744705845813183,dividend,contributions+reinvestment+cashManagement,240000,false
383,allWorld,高配当株優先,false,clear,1163216,-0.3447736692380503,dividend,emergencyFund+reinvestment+contributions,80000,false
384,allWorld,高配当株優先,false,clear,969409,-0.406539,dividend,emergencyFund+contributions+cashManagement,170000,false
385,allWorld,高配当株優先,false,clear,936809,-0.42922105263157895,dividend,cashManagement+contributions+reinvestment,160000,false
386,allWorld,高配当株優先,false,clear,3180586,-0.21753339455069803,dividend,reinvestment+cashManagement+emergencyFund,70000,true
387,allWorld,高配当株優先,false,clear,2774278,-0.3114038155638112,dividend,reinvestment+contributions+emergencyFund,240000,false
388,allWorld,高配当株優先,false,clear,1635467,-0.32431027966742254,dividend,contributions+emergencyFund+cashManagement,320000,false
389,allWorld,高配当株優先,false,clear,764154,-0.45876433374253667,dividend,emergencyFund+reinvestment+contributions,80000,false
390,allWorld,高配当株優先,false,clear,563679,-0.5827199500163232,dividend,emergencyFund+reinvestment+cashManagement,0,false
391,allWorld,高配当株優先,false,clear,2774935,-0.1874426589025439,dividend,contributions+reinvestment+emergencyFund,320000,false
392,allWorld,高配当株優先,false,clear,1418786,-0.2557382814072268,dividend,emergencyFund+contributions+reinvestment,240000,false
393,allWorld,高配当株優先,false,clear,1591554,-0.31664973145594427,dividend,emergencyFund+contributions+reinvestment,160000,false
394,allWorld,高配当株優先,false,clear,3262339,-0.26001028277634963,dividend,contributions+emergencyFund+reinvestment,320000,true
395,allWorld,高配当株優先,false,clear,959287,-0.3670825274477903,dividend,contributions+emergencyFund+cashManagement,240000,false
396,allWorld,高配当株優先,false,clear,1236076,-0.3210152342792903,dividend,contributions+emergencyFund+reinvestment,320000,false
397,allWorld,高配当株優先,false,clear,1568297,-0.32368385487534296,dividend,reinvestment+emergencyFund+contributions,80000,false
398,allWorld,高配当株優先,false,clear,1759376,-0.27484684844192636,dividend,reinvestment+contributions+emergencyFund,240000,false
399,allWorld,高配当株優先,false,clear,1007503,-0.30821415165165167,dividend,contributions+emergencyFund+cashManagement,240000,false
400,allWorld,高配当株優先,false,clear,2804909,-0.2312,dividend,cashManagement+contributions+emergencyFund,250000,false
401,allWorld,高配当株優先,false,clear,2471812,-0.2216436106625804,,contributions+reinvestment+emergencyFund+cashManagement,350000,false
402,allWorld,高配当株優先,false,clear,939974,-0.4045838058067639,dividend,contributions+emergencyFund+reinvestment,240000,false
403,allWorld,高配当株優先,false,clear,3383046,-0.1826968402092475,dividend,emergencyFund+reinvestment+contributions,80000,true
404,allWorld,高配当株優先,false,clear,1936220,-0.27445400527487623,dividend,contributions+cashManagement+emergencyFund,320000,false
405,allWorld,高配当株優先,false,clear,783646,-0.529159,dividend,reinvestment+emergencyFund+cashManagement,0,false
406,allWorld,高配当株優先,false,clear,2761646,-0.4473473879300359,dividend,emergencyFund+contributions+reinvestment,160000,false
407,allWorld,高配当株優先,false,clear,2007306,-0.42407707820545293,dividend,emergencyFund+contributions+reinvestment,160000,false
408,allWorld,高配当株優先,false,clear,1271408,-0.31731750565532096,dividend,emergencyFund+contributions+reinvestment,160000,false
409,allWorld,高配当株優先,false,clear,1459339,-0.3363773283834831,dividend,cashManagement+contributions+reinvestment,240000,false
410,allWorld,高配当株優先,false,clear,1455694,-0.3786422878461203,dividend,contributions+reinvestment+emergencyFund,240000,false
411,allWorld,高配当株優先,false,clear,1768256,-0.08436787925904082,dividend,emergencyFund+contributions+reinvestment,240000,false
412,allWorld,高配当株優先,false,clear,2144755,-0.10645023754415885,dividend,emergencyFund+contributions+cashManagement,160000,false
413,allWorld,高配当株優先,false,clear,1162904,-0.23764570166501697,dividend,cashManagement+emergencyFund+reinvestment,80000,false
414,allWorld,高配当株優先,false,clear,3538084,-0.13638611413312235,dividend,emergencyFund+contributions+reinvestment,160000,true
415,allWorld,高配当株優先,false,clear,2438129,-0.21704640660440974,dividend,contributions+reinvestment+cashManagement,320000,false
416,allWorld,高配当株優先,false,clear,1675143,-0.32699508733624455,dividend,emergencyFund+reinvestment+contributions,80000,false
417,allWorld,高配当株優先,false,clear,1086291,-0.39250635274594203,dividend,reinvestment+contributions+emergencyFund,240000,false
418,allWorld,高配当株優先,false,clear,2131220,-0.2567927229992413,dividend,emergencyFund+contributions+reinvestment,240000,false
419,allWorld,高配当株優先,false,clear,1115545,-0.4405302444009183,dividend,contributions+emergencyFund+reinvestment,320000,false
420,allWorld,高配当株優先,false,clear,1435276,-0.3546847398126113,dividend,contributions+reinvestment+emergencyFund,240000,false
421,allWorld,高配当株優先,false,clear,320091,-0.8197615908141032,dividend,emergencyFund+reinvestment+cashManagement,30000,false
422,allWorld,高配当株優先,false,clear,558286,-0.609165,dividend,contributions+reinvestment+cashManagement,240000,false
423,allWorld,高配当株優先,false,clear,634844,-0.4681671238244514,dividend,emergencyFund+contributions+reinvestment,160000,false
424,allWorld,高配当株優先,false,clear,797417,-0.3782973163037936,dividend,contributions+reinvestment+emergencyFund,320000,false
425,allWorld,高配当株優先,false,clear,1301305,-0.425894,dividend,contributions+emergencyFund+reinvestment,240000,false
426,allWorld,高配当株優先,false,clear,3027996,-0.15717021313799986,dividend,contributions+reinvestment+emergencyFund,240000,true
427,allWorld,高配当株優先,false,clear,1111691,-0.329017195146902,dividend,contributions+emergencyFund+reinvestment,320000,false
428,allWorld,高配当株優先,false,clear,2152458,-0.2224346109890237,dividend,reinvestment+contributions+emergencyFund,240000,false
429,allWorld,高配当株優先,false,clear,1289030,-0.313999,dividend,contributions+emergencyFund+cashManagement,320000,false
430,allWorld,高配当株優先,false,clear,1671146,-0.18758791377614156,dividend,emergencyFund+reinvestment+cashManagement,40000,false
431,allWorld,高配当株優先,false,clear,1362357,-0.2607527014500485,dividend,contributions+emergencyFund+reinvestment,240000,false
432,allWorld,高配当株優先,false,clear,1502091,-0.1969603115727003,dividend,contributions+reinvestment+emergencyFund,320000,false
433,allWorld,高配当株優先,false,clear,1914207,-0.2863400673756244,dividend,emergencyFund+cashManagement+contributions,80000,false
434,allWorld,高配当株優先,false,clear,1322223,-0.469565,dividend,emergencyFund+reinvestment+contributions,80000,false
435,allWorld,高配当株優先,false,clear,1820812,-0.428588,dividend,contributions+emergencyFund+cashManagement,320000,false
436,allWorld,高配当株優先,false,clear,928143,-0.4673744971012026,dividend,contributions+emergencyFund+reinvestment,320000,false
437,allWorld,高配当株優先,false,clear,1083940,-0.4275410096341493,dividend,contributions+emergencyFund+reinvestment,240000,false
438,allWorld,高配当株優先,false,clear,1422354,-0.41311620273938016,dividend,contributions+emergencyFund+reinvestment,320000,false
439,allWorld,高配当株優先,false,clear,2520656,-0.26263745718082876,,reinvestment+emergencyFund+contributions+cashManagement,200000,false
440,allWorld,高配当株優先,false,clear,1681315,-0.34807981870292065,,contributions+cashManagement+emergencyFund+reinvestment,320000,false
441,allWorld,高配当株優先,false,clear,2191288,-0.11589318463336383,dividend,emergencyFund+cashManagement+contributions,160000,false
442,allWorld,高配当株優先,false,clear,880520,-0.3810474786605061,dividend,contributions+cashManagement+emergencyFund,320000,false
443,allWorld,高配当株優先,false,clear,936610,-0.6308255016083382,dividend,emergencyFund+contributions+reinvestment,160000,false
444,allWorld,高配当株優先,false,clear,1751730,-0.28067333301626557,dividend,contributions+emergencyFund+reinvestment,320000,false
445,allWorld,高配当株優先,false,clear,1854579,-0.2080122057702354,dividend,contributions+emergencyFund+reinvestment,320000,false
446,allWorld,高配当株優先,false,clear,466638,-0.568517,dividend,emergencyFund+contributions+reinvestment,240000,false
447,allWorld,高配当株優先,false,clear,793072,-0.4783790549499735,dividend,contributions+emergencyFund+reinvestment,240000,false
448,allWorld,高配当株優先,false,clear,763507,-0.4950788246924951,dividend,reinvestment+emergencyFund+cashManagement,40000,false
449,allWorld,高配当株優先,false,clear,767977,-0.46007796364382075,dividend,reinvestment+emergencyFund+contributions,80000,false
450,allWorld,高配当株優先,false,clear,1321479,-0.3396685623034431,dividend,contributions+emergencyFund+cashManagement,240000,false
451,allWorld,高配当株優先,false,clear,1895745,-0.18385313410079168,dividend,contributions+cashManagement+reinvestment,320000,false
452,allWorld,高配当株優先,false,clear,1557653,-0.20580409097503183,dividend,contributions+emergencyFund+cashManagement,320000,false
453,allWorld,高配当株優先,false,clear,1569629,-0.4104407077066489,dividend,emergencyFund+contributions+reinvestment,160000,false
454,allWorld,高配当株優先,false,clear,1937357,-0.179497245956552,dividend,contributions+cashManagement+emergencyFund,240000,false
455,allWorld,高配当株優先,false,clear,1934271,-0.25900561299309066,dividend,contributions+emergencyFund+reinvestment,240000,false
456,allWorld,高配当株優先,false,clear,2491515,-0.137354,dividend,contributions+reinvestment+emergencyFund,240000,false
457,allWorld,高配当株優先,false,clear,1556210,-0.227944,dividend,emergencyFund+contributions+reinvestment,160000,false
458,allWorld,高配当株優先,false,clear,1417313,-0.3264550413844996,dividend,emergencyFund+reinvestment+cashManagement,40000,false
459,allWorld,高配当株優先,false,clear,1174780,-0.22332536174118897,dividend,emergencyFund+contributions+reinvestment,160000,false
460,allWorld,高配当株優先,false,clear,2771991,-0.22941824786244644,dividend,contributions+cashManagement+emergencyFund,240000,false
461,allWorld,高配当株優先,false,clear,2054666,-0.31717926276771,dividend,contributions+reinvestment+emergencyFund,320000,false
462,allWorld,高配当株優先,false,clear,2697248,-0.06677677873338546,dividend,emergencyFund+contributions+reinvestment,160000,false
463,allWorld,高配当株優先,false,clear,1230524,-0.200854,dividend,contributions+emergencyFund+reinvestment,240000,false
464,allWorld,高配当株優先,false,clear,1006463,-0.2993551149520705,dividend,contributions+reinvestment+emergencyFund,320000,false
465,allWorld,高配当株優先,false,clear,1324697,-0.2960974578735888,dividend,reinvestment+contributions+emergencyFund,160000,false
466,allWorld,高配当株優先,false,clear,1211237,-0.4312611221991722,dividend,emergencyFund+cashManagement+contributions,80000,false
467,allWorld,高配当株優先,false,clear,1334250,-0.22574713947330538,dividend,contributions+emergencyFund+cashManagement,240000,false
468,allWorld,高配当株優先,false,clear,1874933,-0.2353105462670154,dividend,contributions+reinvestment+emergencyFund,320000,false
469,allWorld,高配当株優先,false,clear,1444808,-0.269311,dividend,cashManagement+contributions+emergencyFund,240000,false
470,allWorld,高配当株優先,false,clear,2359972,-0.21114591541384178,dividend,emergencyFund+contributions+cashManagement,300000,false
471,allWorld,高配当株優先,false,clear,954448,-0.464098,dividend,contributions+cashManagement+emergencyFund,240000,false
472,allWorld,高配当株優先,false,clear,1214690,-0.28949029161835715,dividend,emergencyFund+contributions+reinvestment,160000,false
473,allWorld,高配当株優先,false,clear,2143179,-0.15070595705762072,dividend,contributions+emergencyFund+reinvestment,240000,false
474,allWorld,高配当株優先,false,clear,1709839,-0.142365234375,dividend,reinvestment+cashManagement+contributions,130000,false
475,allWorld,高配当株優先,false,clear,974105,-0.37438253987217895,dividend,emergencyFund+cashManagement+contributions,80000,false
476,allWorld,高配当株優先,false,clear,2214567,-0.26337039555118624,dividend,contributions+emergencyFund+reinvestment,320000,false
477,allWorld,高配当株優先,false,clear,1980261,-0.21474247707022073,dividend,emergencyFund+contributions+reinvestment,160000,false
478,allWorld,高配当株優先,false,clear,708028,-0.48943264342774145,dividend,emergencyFund+reinvestment+cashManagement,40000,false
479,allWorld,高配当株優先,false,clear,1619488,-0.23088676771764508,dividend,contributions+reinvestment+emergencyFund,320000,false
480,allWorld,高配当株優先,false,clear,2912139,-0.07269563555692522,dividend,reinvestment+cashManagement+contributions,160000,false
481,allWorld,高配当株優先,false,clear,1896469,-0.33651932990682887,dividend,reinvestment+contributions+emergencyFund,240000,false
482,allWorld,高配当株優先,false,clear,1480108,-0.47650207394285915,dividend,emergencyFund+contributions+reinvestment,160000,false
483,allWorld,高配当株優先,false,clear,2105322,-0.219784,dividend,contributions+emergencyFund+reinvestment,320000,false
484,allWorld,高配当株優先,false,clear,1980911,-0.2185871762357343,dividend,contributions+emergencyFund+reinvestment,320000,false
485,allWorld,高配当株優先,false,clear,3013429,-0.174274585804513,dividend,contributions+reinvestment+cashManagement,240000,true
486,allWorld,高配当株優先,false,clear,1050876,-0.47614205467521814,dividend,reinvestment+cashManagement+contributions,130000,false
487,allWorld,高配当株優先,false,clear,1819864,-0.26034026499457946,dividend,contributions+cashManagement+reinvestment,320000,false
488,allWorld,高配当株優先,false,clear,1630010,-0.31563628130463767,dividend,contributions+reinvestment+emergencyFund,320000,false
489,allWorld,高配当株優先,false,clear,2806628,-0.23858999837176137,dividend,emergencyFund+contributions+reinvestment,240000,false
490,allWorld,高配当株優先,false,clear,1634047,-0.3064075211744883,dividend,contributions+reinvestment+cashManagement,350000,false
491,allWorld,高配当株優先,false,clear,1068209,-0.29953952274422074,dividend,emergencyFund+cashManagement+contributions,130000,false
492,allWorld,高配当株優先,false,clear,1739587,-0.2660698987538941,dividend,contributions+emergencyFund+cashManagement,280000,false
493,allWorld,高配当株優先,false,clear,1045930,-0.4439535468247158,dividend,emergencyFund+reinvestment+contributions,80000,false
494,allWorld,高配当株優先,false,clear,1301718,-0.34510722347629796,dividend,reinvestment+contributions+emergencyFund,160000,false
495,allWorld,高配当株優先,false,clear,795813,-0.5958370631112069,dividend,emergencyFund+contributions+reinvestment,160000,false
496,allWorld,高配当株優先,false,clear,2084102,-0.33651434303649536,dividend,contributions+emergencyFund+cashManagement,280000,false
497,allWorld,高配当株優先,false,clear,1893774,-0.19839112291894012,dividend,reinvestment+contributions+cashManagement,280000,false
498,allWorld,高配当株優先,false,clear,2128887,-0.1932739959725979,dividend,contributions+emergencyFund+reinvestment,240000,false
499,allWorld,高配当株優先,false,clear,1730534,-0.20515889319590574,dividend,contributions+emergencyFund+reinvestment,320000,false
500,allWorld,高配当株優先,false,clear,1404929,-0.22994792671166828,dividend,emergencyFund+contributions+reinvestment,160000,false
501,allWorld,高配当株優先,false,clear,1962618,-0.23029547425262753,dividend,contributions+reinvestment+cashManagement,330000,false
502,allWorld,高配当株優先,false,clear,2341631,-0.28372074638867706,dividend,emergencyFund+reinvestment+contributions,80000,false
503,allWorld,高配当株優先,false,clear,2427983,-0.3096377574763036,dividend,contributions+cashManagement+emergencyFund,330000,false
504,allWorld,高配当株優先,false,clear,964313,-0.3318933909633319,dividend,cashManagement+emergencyFund+contributions,170000,false
505,allWorld,高配当株優先,false,clear,1766207,-0.21197479721181753,dividend,emergencyFund+reinvestment+cashManagement,40000,false
506,allWorld,高配当株優先,false,clear,2012585,-0.1957800828252717,dividend,contributions+emergencyFund+reinvestment,320000,false
507,allWorld,高配当株優先,false,clear,3458530,-0.08665736958423374,dividend,contributions+reinvestment+emergencyFund,240000,true
508,allWorld,高配当株優先,false,clear,1276991,-0.42626131953428203,dividend,reinvestment+contributions+emergencyFund,240000,false
509,allWorld,高配当株優先,false,clear,1056365,-0.323412,dividend,emergencyFund+contributions+cashManagement,160000,false
510,allWorld,高配当株優先,false,clear,1782872,-0.25831631854649906,dividend,reinvestment+cashManagement+contributions,120000,false
511,allWorld,高配当株優先,false,clear,1489567,-0.30631002824858755,dividend,contributions+reinvestment+emergencyFund,240000,false
512,allWorld,高配当株優先,false,clear,2457045,-0.35368513794198975,dividend,contributions+reinvestment+emergencyFund,320000,false
513,allWorld,高配当株優先,false,clear,1302918,-0.323041582329973,dividend,reinvestment+contributions+emergencyFund,160000,false
514,allWorld,高配当株優先,false,clear,1553982,-0.2115846994535519,dividend,contributions+emergencyFund+cashManagement,320000,false
515,allWorld,高配当株優先,false,clear,1262063,-0.38357220110226736,dividend,emergencyFund+cashManagement+reinvestment,60000,false
516,allWorld,高配当株優先,false,clear,1647557,-0.1910446802741798,dividend,emergencyFund+cashManagement+contributions,130000,false
517,allWorld,高配当株優先,false,clear,1365457,-0.291935,dividend,contributions+emergencyFund+reinvestment,320000,false
518,allWorld,高配当株優先,false,clear,995424,-0.32470080295795783,dividend,contributions+reinvestment+cashManagement,320000,false
519,allWorld,高配当株優先,false,clear,2221410,-0.2308815232722144,dividend,contributions+emergencyFund+reinvestment,320000,false
520,allWorld,高配当株優先,false,clear,677027,-0.5299764746099082,dividend,reinvestment+contributions+emergencyFund,240000,false
521,allWorld,高配当株優先,false,clear,1501145,-0.34280802005291433,dividend,reinvestment+cashManagement+contributions,90000,false
522,allWorld,高配当株優先,false,clear,969637,-0.2093254880328522,dividend,contributions+emergencyFund+reinvestment,320000,false
523,allWorld,高配当株優先,false,clear,1446201,-0.2837800290428439,dividend,contributions+emergencyFund+cashManagement,320000,false
524,allWorld,高配当株優先,false,clear,1445063,-0.3021093546753795,dividend,contributions+reinvestment+cashManagement,260000,false
525,allWorld,高配当株優先,false,clear,674599,-0.542399,dividend,contributions+emergencyFund+reinvestment,240000,false
526,allWorld,高配当株優先,false,clear,539189,-0.460811,dividend,contributions+emergencyFund+reinvestment,320000,false
527,allWorld,高配当株優先,false,clear,1688649,-0.26381530185027013,dividend,reinvestment+emergencyFund+contributions,80000,false
528,allWorld,高配当株優先,false,clear,541138,-0.6370358482111058,dividend,emergencyFund+reinvestment+contributions,80000,false
529,allWorld,高配当株優先,false,clear,1079398,-0.2566741628513144,dividend,reinvestment+emergencyFund+cashManagement,0,false
530,allWorld,高配当株優先,false,clear,927891,-0.32891355827592367,dividend,contributions+emergencyFund+reinvestment,240000,false
531,allWorld,高配当株優先,false,clear,2713907,-0.11998187054732433,dividend,emergencyFund+reinvestment+contributions,160000,false
532,allWorld,高配当株優先,false,clear,697247,-0.5062862973977864,dividend,emergencyFund+reinvestment+cashManagement,10000,false
533,allWorld,高配当株優先,false,clear,1855701,-0.2039938717593504,dividend,contributions+emergencyFund+reinvestment,240000,false
534,allWorld,高配当株優先,false,clear,2629743,-0.2950319457670799,dividend,contributions+reinvestment+cashManagement,360000,false
535,allWorld,高配当株優先,false,clear,1274014,-0.27290287814354947,dividend,reinvestment+emergencyFund+contributions,80000,false
536,allWorld,高配当株優先,false,clear,1886687,-0.19635805123592254,dividend,contributions+emergencyFund+cashManagement,320000,false
537,allWorld,高配当株優先,false,clear,2401866,-0.16254109067497044,dividend,contributions+emergencyFund+cashManagement,320000,false
538,allWorld,高配当株優先,false,clear,1908475,-0.2961740040587469,dividend,cashManagement+emergencyFund+contributions,100000,false
539,allWorld,高配当株優先,false,clear,3999536,-0.12535186876261695,dividend,contributions+reinvestment+cashManagement,350000,true
540,allWorld,高配当株優先,false,clear,1100454,-0.4032535778272886,dividend,contributions+emergencyFund+cashManagement,320000,false
541,allWorld,高配当株優先,false,clear,2571390,-0.1720232957287826,dividend,contributions+emergencyFund+reinvestment,240000,false
542,allWorld,高配当株優先,false,clear,1015139,-0.2374371109334943,dividend,emergencyFund+reinvestment+contributions,80000,false
543,allWorld,高配当株優先,false,clear,1385527,-0.30100654852636866,dividend,contributions+emergencyFund+reinvestment,240000,false
544,allWorld,高配当株優先,false,clear,1772521,-0.18569261892877897,dividend,contributions+cashManagement+emergencyFund,240000,false
545,allWorld,高配当株優先,false,clear,1146759,-0.2596678144989984,dividend,contributions+emergencyFund+reinvestment,320000,false
546,allWorld,高配当株優先,false,clear,899976,-0.249676,dividend,contributions+emergencyFund+reinvestment,320000,false
547,allWorld,高配当株優先,false,clear,1274871,-0.2610454804830277,dividend,emergencyFund+contributions+reinvestment,160000,false
548,allWorld,高配当株優先,false,clear,2319427,-0.1924093371171041,dividend,emergencyFund+contributions+reinvestment,240000,false
549,allWorld,高配当株優先,false,clear,1243816,-0.3364314258282162,dividend,reinvestment+contributions+cashManagement,160000,false
550,allWorld,高配当株優先,false,clear,1441094,-0.2612,dividend,contributions+emergencyFund+reinvestment,320000,false
551,allWorld,高配当株優先,false,clear,1359444,-0.29647235082056606,dividend,contributions+cashManagement+emergencyFund,320000,false
552,allWorld,高配当株優先,false,clear,2286910,-0.22140674254638207,dividend,contributions+reinvestment+emergencyFund,240000,false
553,allWorld,高配当株優先,false,clear,2364323,-0.28472375435481967,dividend,contributions+emergencyFund+cashManagement,280000,false
554,allWorld,高配当株優先,false,clear,1370816,-0.2477331842380339,dividend,emergencyFund+reinvestment+contributions,80000,false
555,allWorld,高配当株優先,false,clear,1534129,-0.20856576523041756,dividend,emergencyFund+contributions+reinvestment,240000,false
556,allWorld,高配当株優先,false,clear,2565091,-0.17705999596600164,dividend,contributions+emergencyFund+reinvestment,240000,false
557,allWorld,高配当株優先,false,clear,935720,-0.28356390161745515,dividend,emergencyFund+reinvestment+cashManagement,0,false
558,allWorld,高配当株優先,false,clear,1416369,-0.2923184811884971,dividend,emergencyFund+contributions+reinvestment,160000,false
559,allWorld,高配当株優先,false,clear,2150723,-0.14107391176481268,dividend,contributions+reinvestment+emergencyFund,320000,false
560,allWorld,高配当株優先,false,clear,1696400,-0.2182205382906708,dividend,reinvestment+contributions+cashManagement,290000,false
561,allWorld,高配当株優先,false,clear,2167297,-0.1512,dividend,emergencyFund+contributions+reinvestment,160000,false
562,allWorld,高配当株優先,false,clear,1769412,-0.168072935138631,dividend,contributions+reinvestment+emergencyFund,240000,false
563,allWorld,高配当株優先,false,clear,1348662,-0.195649860676508,dividend,emergencyFund+contributions+reinvestment,160000,false
564,allWorld,高配当株優先,false,clear,1043904,-0.393107,dividend,contributions+reinvestment+emergencyFund,320000,false
565,allWorld,高配当株優先,false,clear,1631798,-0.2930634547687047,dividend,reinvestment+contributions+emergencyFund,160000,false
566,allWorld,高配当株優先,false,clear,2964099,-0.17601251053413736,dividend,contributions+reinvestment+emergencyFund,240000,false
567,allWorld,高配当株優先,false,clear,820387,-0.519619,dividend,reinvestment+emergencyFund+contributions,80000,false
568,allWorld,高配当株優先,false,clear,3153121,-0.05437735493594574,dividend,contributions+reinvestment+emergencyFund,320000,true
569,allWorld,高配当株優先,false,clear,2765916,-0.20578953313002862,dividend,contributions+emergencyFund+reinvestment,320000,false
570,allWorld,高配当株優先,false,clear,1207531,-0.3263930453018536,dividend,reinvestment+contributions+emergencyFund,160000,false
571,allWorld,高配当株優先,false,clear,3437119,-0.10426429791578128,dividend,contributions+emergencyFund+cashManagement,280000,true
572,allWorld,高配当株優先,false,clear,1739025,-0.2756547748334781,dividend,reinvestment+emergencyFund+contributions,80000,false
573,allWorld,高配当株優先,false,clear,1761063,-0.2246806370895972,dividend,contributions+cashManagement+emergencyFund,240000,false
574,allWorld,高配当株優先,false,clear,1735930,-0.396011,dividend,reinvestment+contributions+cashManagement,170000,false
575,allWorld,高配当株優先,false,clear,1793737,-0.22434597169962409,dividend,contributions+emergencyFund+reinvestment,320000,false
576,allWorld,高配当株優先,false,clear,807588,-0.3034384796238245,dividend,contributions+emergencyFund+cashManagement,240000,false
577,allWorld,高配当株優先,false,clear,1551158,-0.23869679784443448,dividend,contributions+cashManagement+emergencyFund,320000,false
578,allWorld,高配当株優先,false,clear,933730,-0.375618,dividend,contributions+emergencyFund+reinvestment,320000,false
579,allWorld,高配当株優先,false,clear,1823153,-0.10998629442577398,dividend,emergencyFund+contributions+reinvestment,160000,false
580,allWorld,高配当株優先,false,clear,1396634,-0.35182713789181275,dividend,emergencyFund+reinvestment+contributions,80000,false
581,allWorld,高配当株優先,false,clear,854333,-0.405351403879902,dividend,contributions+cashManagement+emergencyFund,330000,false
582,allWorld,高配当株優先,false,clear,1412306,-0.2248160461617899,dividend,reinvestment+emergencyFund+contributions,160000,false
583,allWorld,高配当株優先,false,clear,1677610,-0.31660492449802,dividend,contributions+emergencyFund+reinvestment,320000,false
584,allWorld,高配当株優先,false,clear,722967,-0.517257,dividend,emergencyFund+reinvestment+contributions,80000,false
585,allWorld,高配当株優先,false,clear,1925460,-0.19959843684292317,dividend,emergencyFund+reinvestment+contributions,160000,false
586,allWorld,高配当株優先,false,clear,2180172,-0.15222762683616914,dividend,emergencyFund+reinvestment+cashManagement,40000,false
587,allWorld,高配当株優先,false,clear,880670,-0.44076277805647807,dividend,contributions+cashManagement+reinvestment,320000,false
588,allWorld,高配当株優先,false,clear,1829029,-0.18373130522336462,dividend,contributions+emergencyFund+reinvestment,320000,false
589,allWorld,高配当株優先,false,clear,1663551,-0.15942531230804724,dividend,reinvestment+contributions+cashManagement,200000,false
590,allWorld,高配当株優先,false,clear,2155474,-0.2456941208974061,dividend,cashManagement+contributions+emergencyFund,330000,false
591,allWorld,高配当株優先,false,clear,970202,-0.3010669678614942,dividend,contributions+reinvestment+cashManagement,240000,false
592,allWorld,高配当株優先,false,clear,1194990,-0.5105784279916173,,emergencyFund+contributions+reinvestment+cashManagement,240000,false
593,allWorld,高配当株優先,false,clear,1473705,-0.3574657243195974,dividend,contributions+emergencyFund+reinvestment,240000,false
594,allWorld,高配当株優先,false,clear,641147,-0.3803391133584492,dividend,emergencyFund+reinvestment+contributions,80000,false
595,allWorld,高配当株優先,false,clear,1921287,-0.25037539242443635,dividend,contributions+cashManagement+reinvestment,320000,false
596,allWorld,高配当株優先,false,clear,4297593,-0.18862857393645385,dividend,contributions+emergencyFund+reinvestment,240000,true
597,allWorld,高配当株優先,false,clear,1150664,-0.31860065352391864,dividend,emergencyFund+contributions+cashManagement,260000,false
598,allWorld,高配当株優先,false,clear,969414,-0.426747,dividend,reinvestment+contributions+emergencyFund,160000,false
599,allWorld,高配当株優先,false,clear,2049546,-0.1566803040408899,dividend,emergencyFund+reinvestment+cashManagement,20000,false
0,allWorld,高配当株優先,true,clear,3653736,-0.3594109763825593,dividend,contributions+reinvestment+emergencyFund,320000,true
1,allWorld,高配当株優先,true,clear,4762081,-0.28350874922716357,dividend,emergencyFund+reinvestment+cashManagement,10000,true
2,allWorld,高配当株優先,true,clear,5198693,-0.3834116594937983,dividend,reinvestment+contributions+emergencyFund,240000,true
3,allWorld,高配当株優先,true,clear,2072095,-0.3545190726097164,dividend,reinvestment+emergencyFund+contributions,80000,false
4,allWorld,高配当株優先,true,clear,2075429,-0.34042103910173427,dividend,reinvestment+emergencyFund+cashManagement,30000,false
5,allWorld,高配当株優先,true,clear,2773498,-0.17383396347689184,dividend,cashManagement+emergencyFund+contributions,180000,false
6,allWorld,高配当株優先,true,clear,4157334,-0.21836829898092602,dividend,reinvestment+cashManagement+contributions,200000,true
7,allWorld,高配当株優先,true,clear,3656901,-0.2432709832463845,dividend,emergencyFund+reinvestment+cashManagement,40000,true
8,allWorld,高配当株優先,true,clear,1582878,-0.20763717785504615,dividend,contributions+cashManagement+emergencyFund,340000,false
9,allWorld,高配当株優先,true,clear,4683339,-0.20313921316944356,dividend,emergencyFund+reinvestment+contributions,160000,true
10,allWorld,高配当株優先,true,clear,1952975,-0.40838125804402015,dividend,contributions+reinvestment+cashManagement,320000,false
11,allWorld,高配当株優先,true,clear,1179565,-0.377270443166096,dividend,reinvestment+emergencyFund+contributions,80000,false
12,allWorld,高配当株優先,true,clear,1157104,-0.5138355348820012,dividend,reinvestment+emergencyFund+contributions,80000,false
